sentiment,text,data_id
positive,Works as expected,6
positive,"This filter works perfectly in our Whirlpool WRX988SIB refrigerator.<br /><br />We purchased a different brand previously and had to deal with continual noise from air left in the system (even after running 5 gallons to clear it).<br /><br />This filter clears air faster after installation and keeps cloudiness (from tiny air bubbles) in the water as well as noise to a minimum. Just be sure to run a good three to five gallons of water through the system after installing it to clear out any charcoal debris and air.<br /><br />Our drinking water and ice are clear, clean and fresh.<br /><br />We just have a two-person household but we still replace the filter every six months as recommended.<br /><br />We also replace our refrigerator's air filter at the same time:<br /><br />[[ASIN:B004DNWVPM Whirlpool W10311524 AIR1 Refrigerator Air Filter]]",6
positive,I love my stand and the rose gold color is beautiful.  This stand prevents me from having to stop typing and just look up to see who is calling or I can use it for video calling so I don’t have to hold my phone.  Wonderful product and I will be purchasing another one.,6
negative,"The machine does not brew good coffee. I have tried for a while, hoping the look and flavor of my coffee would get better. Any cup or tumbler that is used when brewing splashes liquid everywhere. I use Starbucks expresso, but the brewing of the coffee looks and tastes like tea. I have tried various amounts and different k-cups. The results are the same. Its noisy while brewing. I would like a refund. I know that's not possible because it's past the return date. If you don't listen to any other review, please take mine to heart. This is not a good coffee maker.",6
positive,"It works really good for loose tea. It looks strange to see yellow liquid(green tea) with no small leaves at the bottom like I was so used to see but all I see is just a hint of powder in the cup.<br />I also tried coffee. I wasn't so impressed by this. There's a lot of coffee bean silt at the bottom and foamy residue at the top. I'll stick with paper filter for now even though I'm not thrilled by the idea of throwing away disposable paper each time. I thought about deducting one star from this but since I didn't buy it for the coffee, I left it.<br />Over all, it's an excellent product, design, material and built-wise. I brewed tea and coffee then tea again one after another but smell of coffee didn't seem to stay on it. Between each time, all I had to do was rinse it with water, no soap.<br /><br />Now the detailed dimension I wanted to know before I bought it but I couldn't find.<br />Height: 75mm<br /><br />Height to the underside of the top rim(this decides if the basket sits on the bottom of the cup or the top of the cup): 73mm<br /><br />Foot print: 47mm in diameter, quickly tapered(about 45 degree angle) to 52mm(bottom of the mesh cylinder).<br /><br />Top of the mesh cylinder: 57mm in diameter<br /><br />Above the mesh cylinder but underside of the rim(this decides the minimum diameter of the cup when the basket sits on top of the cup): 62mm in diameter.<br />This means, if you have a cup little smaller than 62mm inside diameter at the top, the basket may not go down all the way but maybe partly goes in the cup. Under 57mm, you probably won't get a good result.<br /><br />Far end of the handle to the opposite: 98mm<br />Length of each handle: 18mm<br />This means, if you have a cup between 62mm and 80mm in diameter at the top, the basket sits on the top without positioning. Between 80mm and 98mm, you'll need careful positioning of the basket or the basket will fall in the cup. Above 98mm, it'll always fall, unless the basket sits on the bottom of the cup.<br /><br />*update* (2-20-11)<br />Sample photos have been posted for visual comparison. I hope it'll help your decision making better.",6
positive,These were an awesome purchase!  Extremely cheap but work well with any coffee you like.  Make sure to back it down really tight when you fill them! These have allowed me to save a ton of money on K-cups!,6
positive,After only 18 months one of my original knobs broke. The markings were coming off too. I ordered theses and the quality seems better than original. They fit perfectly and look just like the original.,6
positive,"Just the right size, would buy again",6
positive,Exact replacement for broken part. Quiet and easy to install evaporator motor,6
positive,My husband had no problem installing this and so far it is working perfectly.,6
positive,"Excellent replacement for my ~2001 era GE Gas cooktop.<br /><br />Trouble shooting/installation instructions below<br /><br />Problem Symptom: Unable to ignite a single burner, no clicking sound, gas works fine.  You can ignite the burner with a match and/or setting an alternative burner to ignite and ignite both burners at the same time (be careful as you will be flooding gas as you reach for the second burner!)<br /><br />Repair steps:<br />1. shut off gas<br />2. remove knobs (simply pull up)<br />3. remove grates, burners.  remove 2 phillips screws per burner<br />4. gently pull up glass top and slide to the side (you can remove, but this will require removal of igniters as well)<br />5. remove wires from old gas valve switch (remember which side is which)<br />6. replace new gas valve switch.<br />7. Put everything back together<br /><br />Good luck!<br /><br />Dylan",6
positive,Good replacement filter for an older fridge,6
positive,I'm very pleased with this product and will purchase it again when needed.,6
positive,Great quality.,6
positive,Perfect fit,6
positive,This item fit perfectly and replaced one which was melted from contact.  Shipped quickly and installed easily.  Great purchase to keep my range working.,6
positive,"Great product, clean, good tasting water and ice.  Highly recommend the name brand!",6
positive,"On a recent motorcycle camping trip my buddy pulled out some instant coffee. It was all we had so I gagged it down with a smile on my face thanking him for the, *ahem* &quot;coffee&quot;. Inside I was screaming never again! So I sought out a small single cup coffee dripper that would be perfect for our camping trips. Tried it in my office today for the first time. PERFECT..!! This little bad mama'jama will be going on EVERY trip in the future along with a couple baggies of my favorite coffee and filters. A MUST have in this guys honest opinion.",6
positive,"Makes ice quickly, I love the size of the cubes and is good looking in the kitchen.",6
negative,"I ordered 2 sets. My washing machines still moved all over the floor, even when in the locked position.  I had to remove.  THe other set i ordered bent and the rolling didn't work correctly.",6
positive,"Great value, however very long wait for shipping.  The instructions included are difficult to decipher.",6
positive,"I needed a replacement and I'm glad it fit easily.  My system has a little drip though, I guess it is due to some other issue.",6
negative,Sent back did not work,6
positive,"Such a convenient way to use your loose coffee up.  I had several bags of loose coffee in my cabinet, but I kept using my K-Pods, never thought of ordering these.  Easy to fill & wash, though you have to look carefully for the front of the holder to open it to empty it, it’s not easy to see, otherwise very convenient.",6
positive,The filter fits perfectly and works well.,6
positive,"These arrived even earlier than scheduled. Very  happy with the prompt order filling. We're not using them in a coffeemaker, but for packing up a houseful of historic china for a relative. They're the perfect size and we're quite happy with them.",6
positive,The product is very strong however the indentations to hold the microwave in place may not be beneficial for all microwave types. Check the bottom of your microwave first to make sure that your legs are in line with one another from front to back. Otherwise it holds securely and I am not displeased.,6
negative,"Like others said, it's too thick. I have a GE with one of the listed model numbers. Drum wont sit well and it wont spin well. I tried the hack mentioned by another reviewer and cut it in half with a razor knife... waiting to see how it works now.",6
positive,"During these COVID-19 times, I am drinking much more coffee at home! Hence the need for coffee filter changes more frequently has occurred and these filters are GREAT! The original Braun filters are quite expensive and these are 100% compatible and work just as well! This was a Great Buy for me!",6
positive,This part is 100% genuine. The reviewers that state it isn't do not know what they are talking about.  Takes about 10 minutes to replace and fix you washing machine. When I installed this cold water valve I also replaced the hot water one at the same time.,6
negative,"Made a huge mess and coffee grinds are now everywhere in my nespresso machine. Already put in for a return and received it 24 hours ago. Do not recommend buying this your actually wasting money instead of saving money! Not to mention coffee was watered down, no flavor what do ever and was more like dirty water than a cup of coffee. Do not waste your time or your money.",6
positive,Perfect fit,6
positive,I’m thankful for a product that works well and came quickly.,6
positive,great price.,6
positive,exactly as described,6
positive,Super alternative use to brew your own coffee.,6
positive,Bought these for my cuisinart coffee pot and they fit perfect. Great price for so many.,6
negative,The washer makes a terrible loud noise when in use. It also shakes despite the fact that it is balanced.,6
positive,"Best $20 coffee maker ever, super easy to use and you can make Japanese iced coffee too. It's a much lighter, sweeter taste and has 0 cleanup.<br /><br />I love my Aeropress, French press, Chemex, Wacaco Minipresso, etc but the Kalita was shockingly better.",6
positive,Husband actually uses it,6
positive,This Refrigerator was the perfect size to fit in my walk-in pantry.  Runs quietly and has very good temperature control.  Only negative is that the doors only open one way and cannot be changed.,6
positive,I like the looks of it. It is easy to use. I dislike how slow it is but am glad to be free of ice trays!! I would recommend this product!,6
positive,"Before this, I was making cold brew with stapled coffee filters. I can easily say that I’ve been converted. It’s as simple as fill, wrap, and brew. It doesn’t leave and grounds, although I will say they do let a small amount of the finest sediment through, but overnight, it will settle on the bottom. However, it won’t reappear unless you shake it up. Clean-up is also super easy, just turn the bag inside-out, dump, and rinse.<br /><br />Obviously, the coffee will stain the bag, but otherwise, the integrity of the bag holds up for multiple uses. Throwing it in the wash immediately after use will remove the stains but if you let it dry, the stains will stay. Due to the elastic, I wouldn’t put in the dryer on any level of heat; I air dry for a few hours and that’s more than sufficient. If the elastic does decide to fail, then I’ll probably just use a hair-tie but for now, it’s a solid purchase.<br /><br />I’m always modifying ratios, but currently, I’m using 1.5 cups of coarse grounds (to minimize fines) light to medium roast with 1 2-qt pitcher, left on the counter overnight. I drink straight from the pitcher so I find the typical recipes of 1:4 coffee:water ratio are a bit too strong for drinking black.<br /><br />My only long-term concerns are the durability of the elastic, but I will update the review if anything changes.",6
positive,Fit like a charm at a very good price.,6
positive,Bought this as a replacement but it never registered on my refrigerator it still reads 0 like I didn't change the filter.,6
negative,"Sellers info Led me to believe these would fit my . So wrong. This sucks, beware people!!",6
positive,"Seem to be fine. Screen is not the best quality, but should be ok. Wish they had more color choices.",6
positive,Great product at a great price. Fast shipping!,6
negative,The product does not have ring terminals crimped to the wires making it impossible to secure wires to the dryer wiring connections. Had to buy ring terminals to make it work. The picture on Amazon shows wires ring terminals installed... misleading,6
positive,"Great replacement, price was great ,I put one drop of super glue inside fan shaft hole to avoid freespin on shaftworks great Thanks",6
positive,It is good to be able to use regular ground coffee with these EZ cup filters in reusable k cup pods for my Keurig coffee maker......saves a good amount of money over buying prefilled non reusable kcups.,6
negative,Causes my Bosch to not make ice cubes,6
positive,It's what I'm looking for my refrigerator,6
positive,Got here on time and worked as advertised with the help of a YouTube video,6
positive,Para hacer trabajos cómodos,6
positive,Easy to use.  Just put your hat in and throw it in the washer with your regular laundry.  Cleaned my hat preserving its shape and saving me time than if I had wash it by hand.  Met expectations!  :),6
positive,"Fits our range perfectly. We never used the center burner before, but now we use it almost every day. It's perfect for grilled sandwiches or pancakes.",6
positive,"I have done about ten small loads in this machine and am happy with it so far.  I previously owned and reviewed the Wonder Wash manual washer and although I was very happy with it for a year, the hand cranking was getting a little difficult for me as was awkwardly having to drain into a bucket due to the side it drained on.<br /><br />In fact, the Wonder Wash is faster - you only have to crank for a few minutes to get an effective level of cleaning of a much longer cycle on this machine. Wonder Wash uses less water and would appear to be gentler on clothes.  It is similar to comparing a front loading machine's action (Wonder Wash) to a top loading machine (Panda Washer).<br /><br />But again.  Panda does the work so you don't have to.<br /><br />It arrived with no damage.  Having to remove the plastic protective film from the top required having to unclip the top handle to get it all out rather than leave pieces of film.  Then I saw the drain hose set up that many have written about.  Remembering the review where they said the fastening loop was too close to the end of the drain tube I noticed that and moved the fastening loop lower on the tube to keep slack out of it and raise its end higher so water would not slosh out during the wash.  And there is the rub - this tube is a rather rigid plastic, a type of plastic I have often had crack on me on other appliances (vacuum, carpet cleaner) at the bend.  I would not want to put such stress on the bend tightly all the time so during storage I used a twist tie to have the tube more relaxed but still hanging up. This is really something their design people should take into account and use a more flexible type of plastic or even rubber.  Something that can be easily replaced too.  I would think if I disassembled I would find it attached to some fitting in a manner that it can be removed, hopefully it is not cemented.  I would not want to junk a machine of this cost for a 25 cent plastic hose cracking.<br /><br />The other issue would be the odd smell. One reviewer had mentioned something smoking with heavy/frequent loads and I don't think mine is anything like that.  There is a rather pronounced plasticy smell when it is working, even with cold water so it is not coming from the tub.  I initially thought maybe just excess oil around the motor burning off (but it really isn't smoky).  Could be motor sits on something that stinks when it gets warm.  I don't know, I think it is getting a little better with time.  The odor starts almost as soon as the machine does so I really doubt it has anything at all to do with overworking it.  If it persists I might try contacting customer service.<br /><br />So far I have washed almost everything I did in my Wonder Wash except for sheets.  I could do one queen fitted or flat in that - summer weight.  I would think I could do the same in this.  That is really the limit for my countertop spinner too so is fine with me.  I have done a pair of jeans without issue with a t-shirt or two in there too.  I do 6-9 minute washes because I don't really want to beat up my clothes and they are generally not heavily soiled. I do 2-3 min rinses (two of them) and spray water in as well as it drains with my shower massager.  I also fill it with the shower massage, I have not tried the little fill hose so cannot comment on it though I am eying it as an extension for my countertop spinner's drain hose.<br /><br />I give the Panda Washer a thumbs-up but I have not relegated my Wonder Wash to the garage.  And may very well use that for washing my long lace window panels as I think it has a superior gentler washer action. I may use it for some sweaters as well that I don't want agitated. Otherwise I will be using the Panda washer for everything but heavy blankets and flannel sheets so will be seeing very little of the dreaded laundromat!<br /><br />UPDATE - my original review was rather prophetic and after 22 months of pretty heavy use I encountered leaking at bottom.  Upon draining and close inspection and some testing, it appears to be a small slit at the drain hose bend at bottom. Unlike some others may I have not kept the hose pulled up tightly to get a better water level but rather started to use the useless fill hose as an extension.  I don't see any way to make a sturdy repair without replacing the hose owing to where the split is located and being subjected to flexing, hot water, detergents, etc.  In order to get to the connection of the hose it appears I need to tear apart the machine almost completely, the tub needs to be removed from the base and that involves pulling out/off the shaft for agitator.  I decided to use some waterproof tape temporarily and have ordered a different miniwasher.<br /><br />I got my money's worth out of this I believe. I just don't think the current price and shipping is worth purchasing again.  If they replaced that awful hose with a rubber one or maybe even used a nylon or pvc elbow to make repair easier would be a great improvement.",6
positive,"Used for two months so far. The temperature control is inaccurate and have found that the cooler temperature is consistently 8 degrees higher than I have it set.<br /><br />Update: ICECO reached out, and with their instructions, the temperature compensation is adjusted and the freezer is spot on with the temperature control now.",6
positive,It was bigger than I actually thought it would be. Works great!!! Love the size and the style.,6
positive,"Bought as a Christmas gift, coworker love this! Great buy, no flaws.",6
positive,"Great water taste, just had to drain out the &#34;debris&#34; for a while before I got clear water. This is typical for many filters though.",6
positive,Works good with our Kenmore fridge,6
positive,"If you buy the right detergent, you barely need to rinse your dishes. Saves time and is super easy to use. Cycle takes 2ish hours but perfect to start before work or bed!",6
positive,Stand is perfect was easy to assemble and makes it easier to open door since fridge is off the carpet! Great product!,6
positive,The rollers on my Kitchen Aid dishwasher wore out. My daughter and son-in-law were able to put these parts back on it. It works perfect now. They followed video on YouTube and replace them.,6
positive,I am very happy with this product.,6
positive,Love that I got 2 gold basket filters for less than $10.  They work well with my coffee maker!,6
positive,The product was good quality and easy to install. Shipping was superfast and they (customer service) even mailed to check if everything is okay.<br />Customer service is great.... that's most important besides a good product.,6
positive,So far it has worked like a charm. It is used in the pool house for ice that day.,6
positive,"I bought this for my boat and didn't expect much, but I am really surprised at how well this works.  It has a very powerful motor for what it is and really simple to operate.  I just use my pull out faucet at my kitchen sink to fill it and add about 6 shirts or shorts and detergent.  Really gets the job done quickly and efficiently. The spinner is ok it gets most of the water out but still expect sufficient hang dry time.",6
positive,Replaced original 1 month ago. So far working perfectly,6
positive,Works great!  Shipped on time.,6
negative,Did not work for our style of fridge. Kenmore coldspot 106 series from 2015. Water line spout has a stiff rubber insert from factory so children or consumer can stick anything up in spout. If the line was smaller or a little stiffer it may have worked but I used a hair dryer to free up.,6
positive,They work though I did trim part of them to fit better around the edge of my countertop,6
positive,great product,6
positive,"I bought one of these a month ago to replace a cheaper frother that quit working, and I liked this new one so much that I decided to get another one for our winter home.  Also like the case for storage and taking when traveling but wish the 2nd attachment also fit in the case.",6
positive,FITS  AND SUCKS UP ALL ODERS AND GREASE  QUIET  EASY TO INSTALL,6
negative,I loved this machine when I first got it. Had only had it 2 months before the scoop on the inside broke. Now my ice gets stuck and doesn't go into the basket.,6
positive,"Easy to install, and surprisingly light, but effective. Gets the job done. Great price value.",6
positive,I love the warm  white color.  Perfect size for a cup of coffee.  Gave one to my daughter.,6
positive,it's very good for drip coffee compare with plastic filter,6
positive,worked out great,6
positive,better coffee,6
positive,Works perfect. Identical to the one I removed from Whirlpool refrigerator.,6
negative,It broke and could not find anyone to repair it.,6
positive,For great and much cheaper than other places,6
positive,Excellent saved me over $30,6
positive,"Purchased a pair of these brackets for Whirlpool Gold series fridge.  There are two small protrusions on the brackets that were not present on originals - perhaps used as some form of detent?  One bracket easily slid into place, on the other side I had to file the 'detent' a millimeter or two to get the bracket to snap into place.  Not a big issue, but modification was necessary.  Otherwise a nearly identical replacement that fixed an issue that nearly drove me to purchase a new fridge.  Glad I bought brackets.  Crazy price for molded plastic, but hey - a lot cheaper than a new refrigerator!",6
negative,It was easy to install but failed after one month.,6
positive,Easy to install!!,6
positive,Great filters!,6
negative,"I really did like the idea of this egg storage.  It held a lot of eggs, is stackable, and relatively low profile. But unfortunately, the lid warped so much that it won’t stay sealed. The sides pop up and let air in.  I wash it by hand and it cleans up fairly easily. It’s too bad because I like the design other than the obvious.",6
positive,Great organizer,6
negative,Noticed after initial prep procedure that refrigerator made louder noise when dispensing water. Repeated install procedure and still the same. Water had a”fishy” odor to it. Replaced with another unit (bought locally +$) and back to normal. Threw old unit in trash. I’ve never had this issue in the past so not sure what caused this.,6
positive,So far so good! Super easy to use and works very well!,6
positive,"I was having trouble with the paper filters falling or collapsing. So far, this has came in handy!",6
negative,Nothing,6
positive,Love this ice maker.  Easy to set up.  The app was easy to use.  Easy to clean.  We all love it!,6
positive,They work,6
positive,Perfect fit for my used fridge and quick and easy to remove and install and now I have ice again which is needed in Arizona.,6
negative,[[VIDEOID:dd7eab559e3ee3dde1924a8d1eb304c1]] They fit smug but not glitter or sparkly,6
positive,Great value. Easy to install.,6
negative,Broke two weeks after install,6
positive,As described,6
positive,"ecozy Portable Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26.5 lbs in 24 Hours, Self-Cleaning Ice Maker Machine with Ice Bags/Ice Scoop/Ice Basket for Home Kitchen Office Bar Party, Silver is cute, smallish, and very useful! I have been enjoying this icemaker and it has fulfilled my needs. It produces ice pretty fast and it's basically quiet I just hear the ice falling in the tray but that's about it. This is good for 1 person or to share if not much ice is needed. For a larger gathering this would not make ice as fast but for 2 people its ok. Not good to fill a cooler unless you produce it and store in freezer, however once in the freezer it pretty much sticks all together and makes a one big piece. Would still buy again, 4 out of 5 stars.",6
positive,As described. Easy to use.,6
positive,"Fit perfectly, works great, no problems.",6
positive,Dries my clothes very fast will order again,6
positive,"Definitely, the purchase i made from Amazon.  The bucket is filled in about 2-3 hours and could last through out the day if not use. My refrigerator ice maker broke, so I started shopping around on Amazon for almost 2 weeks til I found this one.  Glad I did. If you’re looking for one, spend this investment and you won’t regret it.",6
positive,its a perfect fit/match.,6
positive,Displays my eggs in style,6
positive,works as advertised.,6
negative,Flapper is too stiff/heavy for an ordinary 110 cfm bathroom vent fan.  I do not recommend it for this purpose.,6
positive,Met my expectations.,6
positive,Perfect OEM fit. Easy install. Frigerator/freezer back up and running.,6
positive,Already install and work very well thanks Amazon,6
positive,right price right fit easy to install.,6
positive,The product came quickly and was easy to install,6
negative,Functional replacement for dryer motor.  Much noisier than OEM motor.<br /><br />Update - motor switch that shuts off buzzer when cycle completed has failed within one month (buzzer no longer useful as it will not shut off) and motor is slowly getting even noisier.  Changed my rating from 3 to 1 star.  Would love contact with seller to see what we can do.<br /><br />Update 2 - Seller took return after motor stopped functioning completely.  Primary complaint now is that original order was for $79 and Return was for $64?!?!?  This should not be a restocking fee!  THE MOTOR FAILED AFTER ONE MONTH!  Warranty return should be for full value IMO.,6
negative,"Replaced heat element as I have done on several dryers before. Replaced all parts contained in box and made every connection exactly as was originally connected. Ran dryer for approximately 10 minutes before it shut off, extremely hot to the touch. Thermostat that was provided did not function properly, resulting in the motor failing. What is normally a simple, inexpensive fix is now going to cost substantially more time and money!!!",6
positive,I purchased my ice machine last yearand I absolutely love it. Sadly it stopped working but it was still under warranty. I contacted the company and did what they asked me to and they sent me a new ice maker. I received excellent customer service from the beginning to the end. I received my new ice maker today.,6
negative,"Thing doesn’t work at all, just about broke our coffee machine. Seller won’t even get back about a refund.",6
positive,Easy to install,6
positive,"Worked fine,<br />A little expensive for a small piece of plastic..",6
positive,Good product to keep everything from falling down next to the stove,6
negative,"This item is faulty, I've installed not one baffle but two baffles and they both have been chewed off by the washer. I followed the instructions as indicated but this is severely disappointing.",6
positive,Good part but wish was packaged better. but it worked with no damage,6
positive,"So the original adjusters that came with my KitchenAid was plastic and did manage to last many years before breaking. I bought a similar type to replace them about 4 months ago and they lasted, surprise!, 4-months. So far this seems to be a much higher quality unit.<br /><br />So the confusing part is the box does not come with instructions. I dumped and sorted through all the pieces and tried to figure out how this puzzle went together, but that wasn't happening. I went back tot he box to double check the contents to make sure I hadn't missed anything. Nope. Okay, maybe I can find them online somewhere. While looking over the box to get the part number, I noticed a link printed on the side to a web site. (I wanted to include a link to the instructions to help others out but Amazon won't allow it. Sorry.)  Sure enough, there they were. Although they are not the most detailed (but very good), I was able to get the adjusters installed very easily afterwards. Took a good 20 minutes (Including the searching and interpreting) to get the first one installed. Probably took less than 5 minutes to do the second.<br /><br />One thing to note: There is what looks like a single black screw in the pack, that I originally wondered it's purpose. Turns out it's a Philips to Torx (T15) converter. I'm not sure why they didn't just use Philips head screws and save the cost of the adapter.",6
positive,This little single small load washer has saved a ton of money by not having to deal with going to public laundry facilities,6
positive,Perfect fit and works like a charm.. I have ice again.,6
negative,I would love them more if I didn't buy the wrong size,6
positive,"Seems more durable than the original.  I did order it for the bottom of the fridge door but it didn't fit there, but that's on me. I just did some shuffling and it is perfect.",6
positive,"These are awesome. No metal taste, durable, easy to use and clean. Great for loose leaf tea, in the Keurig 2.0.",6
positive,We use a lot of these and just recently were unable to find any locally. They work so well in our Cuisinart we don't even use K cups anymore.,6
positive,It is everything I expected.  Ti did require a substantial amount of modification to the cabinet over the stove but this was clear in the manual I downloaded before I purchased the hood.  I also had to change the roof vent due to the increased air flow.  I bought it for the increased air flow.  I love the way it works and my wife loves the way it looks.,6
positive,"Heats small bathroom very nicely, and quickly, does not work well in open spaces, but if you are heating a small closed room this will do the trick",6
negative,"This product is a piece of JUNK.  Igloo should be ashamed to have their name on this.  Power is constantly disrupted and has to be reset.  I say ""disrupted"" because they actually have the exact problem listed in their directions!  They say if the lights are blinking, there is a disruption in power supply.  Well, this happens at least 5-6 times a day!  I have plugged this thing into at least 4 different outlets/power surge plugs, etc. to no avail.<br /> Still blinks.  Who has time to babysit an ice machine?!?!",6
positive,Wish they weren't so expensive.,6
positive,"So far, so good.  Easy to use.  Brews a good cup of coffee, as good as the K Pods.  When through, just lift out filter and toss in trash.",6
positive,good value,6
negative,"These are a pain to use. First off, it's in three parts (four if you have a kuerig plus) that must be disassembled every time you fill or empty it. Plus, you have to take the regular k cup holder out of the Keurig in order to use this, adding another unnecessary layer of complexity and making it harder to switch back and forth from regular k cups to this reusable one. It also tends to drip after you take it out, which is annoying.<br /><br />On the plus side, the design does make for a bigger basket, and therefore allows it to hold more coffee. More ground coffee=a stronger coffee, so that's good. But on the whole there are many other easier and more convenient options for reusable kcups out there.",6
positive,"The filters are the exact size of the original Cuisinart filter, but at a lower price. I can’t see any difference.",6
positive,It fit and worked perfectly. No issues at all.,6
positive,"Great product, easy to install. Haven't had any problems with these, even on HE front loaders in a dumpy apartment with questionable water supplies.",6
negative,"3 tabs on bottom ring prevent it from sealing on the coffee cup. It’s like owning a dribble coffee cup. During filtering, the coffee sometimes just dribbles down the outside of the cup and onto the kitchen counter. Bad design.",6
positive,Easy to use,6
positive,Item fit great and works great,6
positive,"My 12 year old LG dryer stopped heating. After reviewing a few DIY fix it videos on YouTube, and these parts, it's heating fine again.",6
positive,"They do there job, nothing falls down the sides of the stove anymore.",6
positive,Works fine.  How excited can you get about a replacement filter ;-)?,6
negative,This product did not work on my Samsung refrigerator. It said it replaces Samsung DA2900020B filters.,6
positive,"Easy to install, came with instructions and where to find a video.",6
positive,Thought didnt worked for me but product was good,6
negative,The product did not last 6 months!! And not to mention Amazon will not do anything about it,6
positive,"Can take a while if you don't properly space out your clothing, but it works really well, and leaves my clothes super soft and smelling great!",6
positive,Great savings.,6
positive,product worked great,6
positive,"Compared a few models, ultimately went with this and do not regret it.  Dishes come out very clean and it's easy to operate.  It's also more sleek than all of the other models I've seen.",6
positive,"These belts are the exact fit with results as the washer drum turns stronger than it did when it was new. Definitely recommend for price and quality, it saved us $150 buying a new washer.",6
positive,It works very well.,6
positive,It was a little difficult to install but we did it! It works like a champ now!,6
positive,This is a well made part..and at a very good price..ive fixed 2 different  washing machines replacing this single part that only takes about one hour to replace from start to finish...very glad I found this part..a little work and a small price saved me a lot waisted money,6
positive,"I’m almost ashamed of how long I have lived in this apartment and have been washing my clothes in the tub wasting so much physical energy and constantly being behind on laundry. Laundromats where I live are basically like washing your clothes in a homeless persons  sleeping bag… The washer in my building always has mold, cat and dog hair in them… in a creepy musty basement. I’m not putting my Victoria’s Secret in there!!! If you live in an apartment this is 110% worth your money. I’ve just been standing here watching my clothes get washed like a kid on Christmas and it’s amazing. It cleans clothes super fast … less than five minutes for a small load like socks, you have to drain and refill but it’s nbd… it’s also VERY powerful on both cycles. Such appreciated. You also have complete control over everything so you can let things soak, reuse water or run for very short or longer periods. It’s just absolutely perfect.<br /><br />There’s a lot of options on Amazon, this one works great. It was a tiny bit bigger than I expected… It’s just as tall as my countertops which I just didn’t expect but I do live in an old vintage apartment so my countertops aren’t very tall but the storage is a little annoying for me but worth how much this improves my routine.<br /><br />Seriously I am so happy I can’t believe I waited this long to buy one of these… Complete game changer. And the spin section… Insanely effective. I left a towel in the spin section and it took like 15 seconds for it to get all the water out… Definitely worth the money. Saves sooo much time. It’s not loud but it’s not quiet, I’ll definitely have to be conscious of my neighbors only if my windows were open or if it was 2 am. So excited about this washer.<br /><br />Only con!! The nozzle that connects to the faucet although it fits perfectly it keeps falling off because when you use hot water it expands and so it keeps slipping off so I’m gonna have to figure out something to keep the nozzle stuck on the faucet but it works for me in my sink faucet, it wouldn’t work in my bathroom.<br />Definitely make sure you have a faucet that will fit this, I feel like I got kinda lucky with that.",6
positive,This unit is gorgeous.  The flow is strong and quiet and the fact that it has four lights means you can see everything.  The seller was also excellent to work with.  No complaints.,6
positive,"This cheap little BPV took my Coke fridge and turned it into a freezer! The unit was discharging room temp at best, and after 10min of installing the valve and charging the unit it’s now holding 33 degrees with the thermostat setting on 6 out 9. Very very impressed on reviving this old unit.",6
positive,just took the old fan appart and put it all on the new moter as the way i took it off and as soon as i got it all together and everything and pluged it in and she turned right on with no problems or anything. shipping was a date late do to a truck problem but they got it here the next day asap. thank you amazon drivers,6
positive,It was just what I ordered,6
positive,Great product and it came on time.,6
negative,"I bought this product because I’m always looking for gadgets for my coffee habit.<br /><br />So this screen sits on top of the tamped coffee grinds in the portafilter so the coffee grinds don’t stick to the water shower screen when under pressure.<br /><br />So, it seems to do that as did notice the shower screen is relatively cleaner than before. To do just that, it is a pricey item. It should be $5.99 or less.<br /><br />It was my hope that water would distribute more evenly using this and the coffee would be somehow better, I didn’t notice any improvement in that area and the screen doesn’t claim to do that either.<br /><br />So, back to what it really does and how much it costs…way to high just for that purpose.<br /><br />Yep, I bought it obviously and will use it.<br /><br />Do I recommend it? meh….<br />just clean your shower screen. It’s really not necessary to have this. My loss of $ is your gain of $ by you not buying it because You don’t need it.",6
positive,"Part arrived in OEM Whirlpool packaging. It looked and felt exactly like the old pulley that I replaced. I got everything as shown on the product image.  YouTube instructional videos made installation a breeze. Overall, product looked original and solid. I will write back if anything happens to this part, but hopefully I won't; considering the old part I just replaced lasted 8+ years.",6
positive,I visited my local appliance company to buy this part and with shipping and no guarantees it would arrive anytime soon it would have cost me $135.00! The burner was bent out of shape to fit in a box much to small. Fortunately I was able to make it match the older burner. The oven temperature is just as accurate as the original and it cost less than $20.00 including free shipping as a Prime member.,6
positive,Was able to fix the dryer. Great kit.,6
positive,"This little slider works like a charm and blends nicely if you have a black dishwasher already. It’s bigger than I expected in a good way, and isn’t an eyesore like similar tools I’ve used.",6
negative,"The pans fit in the stove slots, but the rings just sit on the outside. When you place anything on the heating coils, or wash around the edges, the rings move all over the place and never stay put.",6
negative,"I ordered online because they were not available in any store.  Very,very pricey.<br />My choice to pay more, rather than by a new coffee pot!!  The 4 cup coffee maker is my favorite.",6
positive,Item as described,6
positive,I used this on my Maytag Bravos X MVWX700XL2 when it started having issues spinning the basket. Works great now! Easy cheap fix that I was able to do myself!,6
positive,Coffee,6
positive,fixed the problem under $10!,6
positive,Love these handle covers. I have a door handle that hits the wall and needed a cushion. These are perfect and so stylish. They look much more luxurious than they cost!,6
positive,Exactly what it wad supposed to be,6
